PLAYER,Pts_sum,Pts_mean,years_played,Mat_sum,Mat_mean,Wkts_sum,Wkts_mean,Dots_sum,Dots_mean,4s_sum,4s_mean,6s_sum,6s_mean,Catches_sum,Catches_mean,Stumpings_sum,Stumpings_mean,position,overseas_or_indian,median_season_ratings,avg_season_ratings,base_price
BharatChipli,103,25.75,4,23,5.75,0,0,1,0.25,28,7,7,1.75,3,0.75,0,0,BAT,Indian,2.46785977180714,5.57688854223432,0.3
BhuvneshwarKumar,1710,190,9,117,13,133,14.7777777777778,1124,124.888888888889,17,1.88888888888889,3,0.333333333333333,27,3,0,0,BWL,Indian,80.6666666666667,63.7870544173661,2
BipulSharma,267,38.1428571428571,7,33,4.71428571428571,17,2.42857142857143,131,18.7142857142857,11,1.57142857142857,9,1.28571428571429,7,1,0,0,BWL,Indian,5.68695652173913,5.68749300995679,0.3
BradHodge,645,92.1428571428571,7,66,9.42857142857143,17,2.42857142857143,75,10.7142857142857,122,17.4285714285714,43,6.14285714285714,22,3.14285714285714,0,0,BAT,Overseas,28.1176470588235,25.8380504520042,1
BradHogg,252,63,4,21,5.25,23,5.75,159,39.75,1,0.25,0,0,4,1,0,0,BWL,Overseas,11.9176389653275,13.6085648802352,0.5
BrendonMcCullum,1295,117.727272727273,11,109,9.90909090909091,0,0,0,0,293,26.6363636363636,130,11.8181818181818,37,3.36363636363636,6,0.545454545454545,WK,Overseas,44.2272727272727,38.7617546660701,1
BrettLee,534.5,89.0833333333333,6,38,6.33333333333333,25,4.16666666666667,374,62.3333333333333,8,1.33333333333333,8,1.33333333333333,10,1.66666666666667,0,0,BWL,Overseas,15.5688829787234,19.8255654672865,0.75
CMGautam,81,27,3,13,4.33333333333333,0,0,0,0,17,5.66666666666667,6,2,3,1,4,1.33333333333333,WK,Indian,2.46993006993007,4.6157908662219,0.3
CameronWhite,382.5,76.5,5,47,9.4,1,0.2,8,1.6,76,15.2,36,7.2,22,4.4,0,0,BAT,Overseas,8.8952380952381,25.1069201119382,0.75
ChamindaVaas,206.5,68.8333333333333,3,13,4.33333333333333,18,6,128,42.6666666666667,2,0.666666666666667,3,1,0,0,0,0,BWL,Overseas,8.91363636363636,15.3278258778259,0.4
CharlLangeveldt,118,39.3333333333333,3,7,2.33333333333333,13,4.33333333333333,69,23,0,0,1,0.333333333333333,0,0,0,0,BWL,Overseas,8.88849557522124,7.82756287902046,0.4
CheteshwarPujara,154,30.8,5,30,6,0,0,0,0,50,10,4,0.8,6,1.2,0,0,BAT,Indian,5.68403361344538,5.04189490212406,0.3
ChrisGayle,2369,215.363636363636,11,125,11.3636363636364,18,1.63636363636364,180,16.3636363636364,369,33.5454545454545,326,29.6363636363636,25,2.27272727272727,0,0,BAT,Overseas,80.4761904761905,63.1877491766827,2
ChrisJordan,114,38,3,11,3.66666666666667,12,4,62,20.6666666666667,0,0,0,0,4,1.33333333333333,0,0,BWL,Overseas,2.47462686567164,9.03613587543268,0.3
ChrisLynn,565.5,94.25,6,41,6.83333333333333,0,0,0,0,128,21.3333333333333,63,10.5,10,1.66666666666667,0,0,BAT,Overseas,27.9639680262349,36.9442880061222,1
ChrisMorris,994,165.666666666667,6,61,10.1666666666667,69,11.5,498,83,37,6.16666666666667,27,4.5,27,4.5,0,0,AR,Overseas,60.329252782194,48.9833422297127,1.5
ColinMunro,90.5,30.1666666666667,3,13,4.33333333333333,0,0,5,1.66666666666667,19,6.33333333333333,8,2.66666666666667,4,1.33333333333333,0,0,BAT,Overseas,8.88771929824562,6.75146198830409,0.4
ColindeGrandhomme,205,68.3333333333333,3,25,8.33333333333333,6,2,61,20.3333333333333,18,6,18,6,6,2,0,0,AR,Overseas,8.74084507042254,9.12123407109323,0.4
CoreyAnderson,355.5,88.875,4,30,7.5,11,2.75,81,20.25,40,10,31,7.75,11,2.75,0,0,AR,Overseas,11.6278937995791,16.6747843382132,0.5
DaleSteyn,1439.5,143.95,10,92,9.2,96,9.6,998,99.8,14,1.4,3,0.3,24,2.4,0,0,BWL,Overseas,60.445632798574,46.7698452039819,1.5
DanChristian,558,111.6,5,40,8,34,6.8,270,54,22,4.4,19,3.8,19,3.8,0,0,AR,Overseas,31.1923076923077,26.6039604187349,1
DanielVettori,340,85,4,27,6.75,21,5.25,222,55.5,8,2,2,0.5,7,1.75,0,0,BWL,Overseas,12.3072719060524,26.8455563277335,0.75
DarrenSammy,233.5,77.8333333333333,3,22,7.33333333333333,11,3.66666666666667,72,24,15,5,18,6,9,3,0,0,AR,Overseas,8.73157894736842,15.1290622225883,0.4
DavidHussey,611.5,87.3571428571429,7,64,9.14285714285714,8,1.14285714285714,86,12.2857142857143,90,12.8571428571429,60,8.57142857142857,25,3.57142857142857,0,0,BAT,Overseas,8.91764705882353,21.7050883710382,0.5
DavidMiller,742,92.75,8,79,9.875,0,0,0,0,126,15.75,87,10.875,49,6.125,0,0,BAT,Overseas,14.9316701316701,28.0828845685024,0.75
DavidWarner,1848.5,205.388888888889,9,119,13.2222222222222,0,0,0,0,442,49.1111111111111,176,19.5555555555556,51,5.66666666666667,0,0,BAT,Overseas,80.5555555555556,68.162483606928,2
DeepakChahar,483.5,120.875,4,34,8.5,33,8.25,332,83,2,0.5,6,1.5,4,1,0,0,BWL,Indian,26.386741363212,34.6450863678805,1
DeepakHooda,291,58.2,5,61,12.2,7,1.4,60,12,27,5.4,24,4.8,22,4.4,0,0,BAT,Indian,5.70204081632653,6.91086182724838,0.3
DhawalKulkarni,1109,92.4166666666667,12,90,7.5,86,7.16666666666667,731,60.9166666666667,6,0.5,2,0.166666666666667,22,1.83333333333333,0,0,BWL,Indian,14.9458588331293,23.4701355609051,0.75
DimitriMascarenhas,214,42.8,5,13,2.6,19,3.8,124,24.8,5,1,1,0.2,3,0.6,0,0,AR,Overseas,4.08333333333333,6.14285863239519,0.3
DineshKarthik,1469.5,133.590909090909,11,167,15.1818181818182,0,0,0,0,337,30.6363636363636,92,8.36363636363636,97,8.81818181818182,25,2.27272727272727,WK,Indian,38.1587301587302,39.6634089652168,1
DirkNannes,210.5,70.1666666666667,3,16,5.33333333333333,13,4.33333333333333,150,50,0,0,0,0,6,2,0,0,BWL,Overseas,8.90989010989011,14.5238807488808,0.4
DougBollinger,409.5,136.5,3,27,9,37,12.3333333333333,254,84.6666666666667,1,0.333333333333333,1,0.333333333333333,8,2.66666666666667,0,0,BWL,Overseas,60.2777777777778,51.8304292929293,1.5
DwarakaRaviTeja,154,30.8,5,32,6.4,1,0.2,4,0.8,35,7,9,1.8,11,2.2,0,0,BAT,Indian,5.6990099009901,5.6850555797837,0.3
DwayneBravo,2038,185.272727272727,11,134,12.1818181818182,147,13.3636363636364,835,75.9090909090909,116,10.5454545454545,61,5.54545454545455,74,6.72727272727273,0,0,AR,Overseas,63.1111111111111,47.8068728322682,2
DwayneSmith,1367.5,151.944444444444,9,91,10.1111111111111,26,2.88888888888889,172,19.1111111111111,245,27.2222222222222,117,13,33,3.66666666666667,0,0,BAT,Overseas,50.2702702702703,49.2452729480743,1.5
EoinMorgan,359,59.8333333333333,6,52,8.66666666666667,0,0,0,0,72,12,34,5.66666666666667,24,4,0,0,BAT,Overseas,8.89767486182581,12.6399399328172,0.4
FafduPlessis,719,102.714285714286,7,71,10.1428571428571,0,0,0,0,163,23.2857142857143,59,8.42857142857143,42,6,0,0,BAT,Overseas,28.1923076923077,28.175018551016,1
GautamGambhir,1412,141.2,10,139,13.9,0,0,0,0,459,45.9,57,5.7,26,2.6,0,0,BAT,Indian,38.1906318082789,44.1740537666972,1
GeorgeBailey,241.5,48.3,5,40,8,0,0,0,0,59,11.8,19,3.8,11,2.2,0,0,BAT,Overseas,5.68695652173913,12.5833179381005,0.3
GlennMaxwell,839,119.857142857143,7,69,9.85714285714286,16,2.28571428571429,127,18.1428571428571,109,15.5714285714286,91,13,26,3.71428571428571,0,0,AR,Overseas,15.9369863013699,26.0303379129828,0.75
GraemeSmith,286.5,71.625,4,29,7.25,0,0,0,0,94,23.5,9,2.25,8,2,0,0,BAT,Overseas,8.71852394916911,17.5622473946262,0.5
GurkeeratMannSingh,234.5,39.0833333333333,6,33,5.5,5,0.833333333333333,26,4.33333333333333,47,7.83333333333333,11,1.83333333333333,13,2.16666666666667,1,0.166666666666667,BAT,Indian,5.68370535714286,5.69080793469192,0.3
HanumaVihari,96.5,32.1666666666667,3,24,8,1,0.333333333333333,17,5.66666666666667,23,7.66666666666667,1,0.333333333333333,6,2,0,0,BAT,Indian,2.48403361344538,3.55392418039477,0.3
HarbhajanSingh,2238.5,186.541666666667,12,160,13.3333333333333,150,12.5,1249,104.083333333333,79,6.58333333333333,42,3.5,48,4,0,0,BWL,Indian,80.4910714285714,62.5597186922103,2
HardikPandya,967.5,193.5,5,66,13.2,42,8.4,295,59,72,14.4,68,13.6,43,8.6,0,0,AR,Indian,56.8333333333333,46.2701748169147,1.5
HarmeetSinghBansal,298,59.6,5,27,5.4,25,5,183,36.6,3,0.6,0,0,8,1.6,0,0,BWL,Indian,8.89174311926606,10.6695936353335,0.4
HarshalPatel,507,72.4285714285714,7,43,6.14285714285714,43,6.14285714285714,290,41.4285714285714,3,0.428571428571429,9,1.28571428571429,11,1.57142857142857,0,0,BWL,Indian,5.6952380952381,16.7088523374401,0.4
HerschelleGibbs,371,92.75,4,36,9,0,0,0,0,83,20.75,31,7.75,22,5.5,0,0,BAT,Overseas,21.5603535353535,24.786944999445,0.75
ImranTahir,726.5,121.083333333333,6,55,9.16666666666667,79,13.1666666666667,410,68.3333333333333,3,0.5,0,0,13,2.16666666666667,0,0,BWL,Overseas,26.557630761882,35.6327259394019,1
IqbalAbdulla,532,59.1111111111111,9,49,5.44444444444445,40,4.44444444444445,331,36.7777777777778,9,1,1,0.111111111111111,14,1.55555555555556,0,0,BWL,Indian,8.89615384615385,13.997850783957,0.4
IrfanPathan,1542.5,171.388888888889,9,103,11.4444444444444,80,8.88888888888889,838,93.1111111111111,87,9.66666666666667,37,4.11111111111111,31,3.44444444444444,0,0,AR,Indian,59.7142857142857,43.8828175605827,1.5
IshanKishan,321.5,80.375,4,37,9.25,0,0,0,0,64,16,34,8.5,15,3.75,2,0.5,WK,Indian,23.5351572739187,24.9358268121418,0.75
IshankJaggi,20,6.66666666666667,3,7,2.33333333333333,0,0,0,0,6,2,0,0,2,0.666666666666667,0,0,BAT,Indian,2.46060606060606,2.46241291539157,0.3
IshantSharma,1317,119.727272727273,11,100,9.09090909090909,83,7.54545454545455,956,86.9090909090909,5,0.454545454545454,3,0.272727272727273,19,1.72727272727273,0,0,BWL,Indian,50.2325581395349,40.0431854758438,1
JPDuminy,981,122.625,8,83,10.375,23,2.875,234,29.25,126,15.75,79,9.875,30,3.75,0,0,AR,Overseas,17.5449579831933,26.110195426107,0.75
JacobOram,158,39.5,4,18,4.5,9,2.25,74,18.5,6,1.5,5,1.25,8,2,0,0,AR,Overseas,4.0816691321499,4.50319720343759,0.3
JacquesKallis,1697.5,242.5,7,98,14,65,9.28571428571429,601,85.8571428571429,255,36.4285714285714,44,6.28571428571429,31,4.42857142857143,0,0,AR,Overseas,70.3333333333333,58.7395028957529,2
JamesFaulkner,814,116.285714285714,7,60,8.57142857142857,59,8.42857142857143,397,56.7142857142857,36,5.14285714285714,23,3.28571428571429,16,2.28571428571429,0,0,AR,Overseas,5.71627906976744,25.7022167379566,0.75
JasonHolder,127,42.3333333333333,3,11,3.66666666666667,5,1.66666666666667,80,26.6666666666667,4,1.33333333333333,2,0.666666666666667,5,1.66666666666667,0,0,AR,Overseas,4.09615384615385,3.55996393031644,0.3
JaspritBumrah,982,140.285714285714,7,77,11,82,11.7142857142857,664,94.8571428571429,2,0.285714285714286,1,0.142857142857143,9,1.28571428571429,0,0,BWL,Indian,60.3846153846154,49.985177195763,1.5
JayantYadav,116.5,29.125,4,12,3,5,1.25,89,22.25,0,0,0,0,4,1,0,0,BWL,Indian,2.48753822629969,3.28704010691589,0.3
JaydevUnadkat,854.5,85.45,10,73,7.3,77,7.7,509,50.9,6,0.6,1,0.1,23,2.3,0,0,BWL,Indian,18.5263736263736,27.1247414671534,0.75
JesseRyder,371,123.666666666667,3,29,9.66666666666667,8,2.66666666666667,79,26.3333333333333,69,23,19,6.33333333333333,10,3.33333333333333,0,0,BAT,Overseas,28.1369863013699,34.7394323684204,1
JoginderSharma,135,33.75,4,16,4,12,3,71,17.75,1,0.25,2,0.5,5,1.25,0,0,BWL,Indian,2.48223795079205,5.59378505931211,0.3
JohanBotha,501.5,100.3,5,34,6.8,25,5,254,50.8,39,7.8,5,1,18,3.6,0,0,BWL,Overseas,8.925,22.9707394659992,0.5
JosButtler,628.5,157.125,4,45,11.25,0,0,0,0,140,35,61,15.25,25,6.25,1,0.25,WK,Overseas,49.2066969822241,51.8428259947405,1.5
JuanTheron,102.5,34.1666666666667,3,10,3.33333333333333,9,3,66,22,1,0.333333333333333,0,0,1,0.333333333333333,0,0,BWL,Overseas,2.47518796992481,4.62285592028853,0.3
KCCariappa,103.5,25.875,4,11,2.75,8,2,61,15.25,0,0,2,0.5,3,0.75,0,0,BWL,Indian,4.08195089581951,4.88520059410859,0.3
KaneRichardson,208,69.3333333333333,3,14,4.66666666666667,18,6,124,41.3333333333333,2,0.666666666666667,1,0.333333333333333,5,1.66666666666667,0,0,BWL,Overseas,8.91764705882353,14.2528159748748,0.4
KaneWilliamson,473.5,94.7,5,41,8.2,0,0,2,0.4,111,22.2,44,8.8,16,3.2,0,0,BAT,Overseas,8.90989010989011,23.8901246669997,0.5
KarnSharma,699,99.8571428571429,7,62,8.85714285714286,54,7.71428571428571,381,54.4285714285714,18,2.57142857142857,14,2,14,2,0,0,BWL,Indian,40.2173913043478,33.110841639826,1
KarunNair,584,83.4285714285714,7,69,9.85714285714286,0,0,0,0,158,22.5714285714286,39,5.57142857142857,21,3,0,0,BAT,Indian,32.1754385964912,24.6639665539909,1
KedarJadhav,448,49.7777777777778,9,79,8.77777777777778,0,0,0,0,92,10.2222222222222,38,4.22222222222222,27,3,7,0.777777777777778,AR,Indian,5.69433962264151,6.92284500575868,0.3
KevinPietersen,476,95.2,5,36,7.2,7,1.4,54,10.8,91,18.2,40,8,12,2.4,0,0,BAT,Overseas,28.2083333333333,25.6131047145226,1
KieronPollard,1796.5,179.65,10,148,14.8,56,5.6,327,32.7,181,18.1,176,17.6,82,8.2,0,0,AR,Overseas,55.2939393939394,46.0509050467451,1.5
KrunalPandya,828.5,207.125,4,55,13.75,40,10,306,76.5,86,21.5,35,8.75,18,4.5,0,0,AR,Indian,63.5,63.5220588235294,2
KuldeepYadav,424,106,4,40,10,39,9.75,250,62.5,4,1,0,0,11,2.75,0,0,BWL,Indian,23.5503094606543,29.0731790464366,1
KumarSangakkara,717,119.5,6,71,11.8333333333333,0,0,0,0,195,32.5,27,4.5,45,7.5,9,1.5,WK,Overseas,33.2551679586563,30.2779564110064,1
LakshmipathyBalaji,845,120.714285714286,7,73,10.4285714285714,76,10.8571428571429,538,76.8571428571429,2,0.285714285714286,1,0.142857142857143,13,1.85714285714286,0,0,BWL,Indian,38.1724137931034,34.3078116810162,1
LasithMalinga,1835,203.888888888889,9,122,13.5555555555556,170,18.8888888888889,1155,128.333333333333,6,0.666666666666667,5,0.555555555555556,21,2.33333333333333,0,0,BWL,Overseas,80.5263157894737,71.2737277087291,2
LaxmiRatanShukla,335,47.8571428571429,7,47,6.71428571428571,15,2.14285714285714,109,15.5714285714286,33,4.71428571428571,16,2.28571428571429,14,2,0,0,AR,Indian,4.08196721311475,5.3613172223334,0.3
LendlSimmons,457,114.25,4,29,7.25,1,0.25,2,0.5,109,27.25,44,11,10,2.5,0,0,BAT,Overseas,37.6367315769378,39.7125909346677,1
LokeshRahul,581,116.2,5,53,10.6,0,0,0,0,127,25.4,56,11.2,22,4.4,5,1,WK,Indian,8.90416666666667,32.6401365517129,1
LukePomersbach,125.5,31.375,4,17,4.25,0,0,0,0,25,6.25,13,3.25,7,1.75,0,0,BAT,Overseas,2.47954545454545,5.58464113840311,0.3
MFMaharoof,290,145,2,17,8.5,23,11.5,138,69,12,6,9,4.5,4,2,0,0,BWL,Overseas,46.3162202380952,46.3162202380952,1.5
MSDhoni,1814,151.166666666667,12,190,15.8333333333333,0,0,0,0,297,24.75,209,17.4166666666667,98,8.16666666666667,38,3.16666666666667,WK,Indian,50.2355875831486,48.9270348905668,1.5
MahelaJayawardene,716.5,119.416666666667,6,80,13.3333333333333,0,0,0,0,200,33.3333333333333,39,6.5,32,5.33333333333333,0,0,BAT,Overseas,32.1575682382134,32.8247253247347,1
MananVohra,411.5,68.5833333333333,6,49,8.16666666666667,0,0,0,0,97,16.1666666666667,39,6.5,13,2.16666666666667,0,0,BAT,Indian,13.316847826087,17.393248585821,0.5
MandeepSingh,612,68,9,94,10.4444444444444,1,0.111111111111111,8,0.888888888888889,159,17.6666666666667,33,3.66666666666667,35,3.88888888888889,0,0,BAT,Indian,8.925,17.152771441542,0.5
ManishPandey,1055,87.9166666666667,12,130,10.8333333333333,0,0,0,0,253,21.0833333333333,75,6.25,64,5.33333333333333,0,0,BAT,Indian,22.1575682382134,20.8781974948301,0.75
ManojTiwary,652.5,72.5,9,96,10.6666666666667,1,0.111111111111111,9,1,155,17.2222222222222,40,4.44444444444445,45,5,0,0,BAT,Indian,8.90638297872341,17.1004343070987,0.4
ManpreetGony,537.5,76.7857142857143,7,44,6.28571428571429,37,5.28571428571429,350,50,6,0.857142857142857,8,1.14285714285714,6,0.857142857142857,0,0,BWL,Indian,8.93698630136986,19.7160448357941,0.5
ManvinderBisla,383,63.8333333333333,6,39,6.5,0,0,0,0,93,15.5,23,3.83333333333333,21,3.5,7,1.16666666666667,BAT,Indian,13.8938552188552,16.5114067334257,0.5
MarchantdeLange,56.5,18.8333333333333,3,5,1.66666666666667,5,1.66666666666667,39,13,0,0,0,0,0,0,0,0,BWL,Overseas,2.48130081300813,3.54247025624952,0.3
MarcusStoinis,314,78.5,4,29,7.25,15,3.75,96,24,34,8.5,18,4.5,7,1.75,0,0,AR,Overseas,11.6321915530429,11.2350060329317,0.5
MarkBoucher,168,42,4,31,7.75,0,0,0,0,32,8,13,3.25,14,3.5,3,0.75,WK,Overseas,5.69894867037724,9.002314769608,0.3
MarlonSamuels,162.5,54.1666666666667,3,15,5,9,3,79,26.3333333333333,9,3,7,2.33333333333333,2,0.666666666666667,0,0,BAT,Overseas,2.47751937984496,7.04121945866132,0.3
MartinGuptill,130,43.3333333333333,3,13,4.33333333333333,0,0,0,0,24,8,15,5,7,2.33333333333333,0,0,BAT,Overseas,8.91904761904762,8.76129302404382,0.4
MatthewHayden,484,161.333333333333,3,32,10.6666666666667,0,0,0,0,121,40.3333333333333,44,14.6666666666667,11,3.66666666666667,0,0,BAT,Overseas,60.3225806451613,52.308127482321,1.5
MayankAgarwal,547,60.7777777777778,9,77,8.55555555555556,0,0,0,0,117,13,52,5.77777777777778,29,3.22222222222222,0,0,BAT,Indian,8.89708737864078,14.9547015295274,0.4
MichaelHussey,744.5,106.357142857143,7,59,8.42857142857143,0,0,0,0,198,28.2857142857143,52,7.42857142857143,27,3.85714285714286,0,0,BAT,Overseas,14.925,27.3583736570579,0.75
MitchellJohnson,835.5,139.25,6,54,9,61,10.1666666666667,535,89.1666666666667,10,1.66666666666667,7,1.16666666666667,15,2.5,0,0,BWL,Overseas,23.5647058823529,36.3499864680172,1
MitchellMarsh,271,67.75,4,20,5,20,5,112,28,9,2.25,14,3.5,7,1.75,0,0,AR,Overseas,6.50196687370601,8.66238075513106,0.3
MitchellMcClenaghan,801,160.2,5,56,11.2,71,14.2,513,102.6,5,1,7,1.4,1,0.2,0,0,BWL,Overseas,80.4,62.2425722339676,2
MithunManhas,181.5,30.25,6,45,7.5,0,0,15,2.5,36,6,9,1.5,18,3,0,0,BAT,Indian,4.0890625,5.14627709009789,0.3
MohammadKaif,116,29,4,29,7.25,0,0,0,0,22,5.5,6,1.5,16,4,0,0,BAT,Indian,2.46944444444444,4.08081844809373,0.3
MohammadNabi,220.5,73.5,3,13,4.33333333333333,11,3.66666666666667,115,38.3333333333333,11,3.66666666666667,7,2.33333333333333,6,2,0,0,AR,Overseas,4.09174311926606,14.5994603086346,0.4
MohammedShami,543.5,90.5833333333333,6,49,8.16666666666667,40,6.66666666666667,364,60.6666666666667,5,0.833333333333333,2,0.333333333333333,8,1.33333333333333,0,0,BWL,Indian,8.92570710245129,23.6491134188438,0.5
MohitSharma,1039.5,148.5,7,85,12.1428571428571,91,13,642,91.7142857142857,8,1.14285714285714,4,0.571428571428571,18,2.57142857142857,0,0,BWL,Indian,60.3571428571429,51.9833234250638,1.5
MoisesHenriques,789.5,112.785714285714,7,57,8.14285714285714,38,5.42857142857143,277,39.5714285714286,87,12.4285714285714,27,3.85714285714286,27,3.85714285714286,0,0,AR,Overseas,17.5923076923077,26.7176562182213,0.75
MorneMorkel,1050,131.25,8,70,8.75,77,9.625,708,88.5,11,1.375,5,0.625,11,1.375,0,0,BWL,Overseas,41.1949025487256,44.714396792007,1
MunafPatel,896.5,128.071428571429,7,63,9,74,10.5714285714286,590,84.2857142857143,5,0.714285714285714,0,0,14,2,0,0,BWL,Indian,80.3846153846154,48.9618657854667,2
MuraliKartik,561.5,80.2142857142857,7,56,8,31,4.42857142857143,382,54.5714285714286,7,1,1,0.142857142857143,20,2.85714285714286,0,0,BWL,Indian,22.125,16.8241270956586,0.75
MuraliVijay,1051.5,105.15,10,103,10.3,0,0,8,0.8,243,24.3,91,9.1,47,4.7,0,0,BAT,Indian,28.1504603637997,32.0309569695963,1
MustafizurRahman,293,97.6666666666667,3,24,8,24,8,199,66.3333333333333,0,0,0,0,4,1.33333333333333,0,0,BWL,Overseas,14.9449275362319,32.7475923328658,1
MuttiahMuralitharan,860.5,122.928571428571,7,66,9.42857142857143,63,9,600,85.7142857142857,1,0.142857142857143,0,0,15,2.14285714285714,0,0,BWL,Overseas,50.2083333333333,43.6290612826327,1
NamanOjha,764,76.4,10,113,11.3,0,0,0,0,121,12.1,79,7.9,64,6.4,10,1,WK,Indian,11.9349637681159,20.1147237399338,0.5
